date,shelter,capacity_actual_bed,capacity_funding_bed,occupied_bed,unoccupied_beds,unavailable_beds,capacity_actual_room,capacity_funding_room,occupied_rooms,unoccupied_rooms,unavailable_rooms,occupancy_rate_bed,occupancy_rate_rooms,service_user_count
2023-09-17,Shelter 1,125,149,33,92,24,139,144,17,122,5,0.264,0.1223021582733813,50
2023-09-18,Shelter 1,118,142,36,82,24,112,145,26,86,33,0.3050847457627119,0.23214285714285715,62
2023-09-19,Shelter 1,117,143,24,93,26,132,140,20,112,8,0.20512820512820512,0.15151515151515152,44
2023-09-20,Shelter 1,122,147,37,85,25,106,147,15,91,41,0.30327868852459017,0.14150943396226415,52
2023-09-21,Shelter 1,126,149,37,89,23,136,146,32,104,10,0.29365079365079366,0.23529411764705882,69
2023-09-22,Shelter 1,133,144,33,100,11,118,144,23,95,26,0.24812030075187969,0.19491525423728814,56
2023-09-23,Shelter 1,122,147,31,91,25,117,149,16,101,32,0.2540983606557377,0.13675213675213677,47
2023-09-24,Shelter 1,138,142,28,110,4,113,148,23,90,35,0.2028985507246377,0.20353982300884957,51
2023-09-25,Shelter 1,104,143,38,66,39,116,150,22,94,34,0.36538461538461536,0.1896551724137931,60
2023-09-26,Shelter 1,115,144,27,88,29,105,146,16,89,41,0.23478260869565218,0.1523809523809524,43
2023-09-27,Shelter 1,140,146,33,107,6,107,143,22,85,36,0.2357142857142857,0.205607476635514,55
2023-09-28,Shelter 1,121,142,31,90,21,102,142,11,91,40,0.256198347107438,0.10784313725490197,42
2023-09-29,Shelter 1,107,140,43,64,33,100,150,16,84,50,0.40186915887850466,0.16,59
2023-09-30,Shelter 1,100,144,25,75,44,135,148,29,106,13,0.25,0.21481481481481482,54
2023-10-01,Shelter 1,113,143,27,86,30,124,144,18,106,20,0.23893805309734514,0.14516129032258066,45
2023-10-02,Shelter 1,131,145,28,103,14,126,146,22,104,20,0.21374045801526717,0.1746031746031746,50
2023-10-03,Shelter 1,113,149,20,93,36,134,149,10,124,15,0.17699115044247787,0.07462686567164178,30
2023-10-04,Shelter 1,119,148,32,87,29,129,147,28,101,18,0.2689075630252101,0.21705426356589147,60
2023-10-05,Shelter 1,131,148,34,97,17,123,146,16,107,23,0.2595419847328244,0.13008130081300814,50
2023-10-06,Shelter 1,101,143,25,76,42,128,145,14,114,17,0.24752475247524752,0.109375,39
2023-10-07,Shelter 1,124,148,23,101,24,129,140,24,105,11,0.18548387096774194,0.18604651162790697,47
2023-10-08,Shelter 1,124,141,31,93,17,102,142,20,82,40,0.25,0.19607843137254902,51
2023-10-09,Shelter 1,114,144,22,92,30,120,144,22,98,24,0.19298245614035087,0.18333333333333332,44
2023-10-10,Shelter 1,113,143,29,84,30,119,150,29,90,31,0.25663716814159293,0.24369747899159663,58
2023-10-11,Shelter 1,130,144,28,102,14,102,149,19,83,47,0.2153846153846154,0.18627450980392157,47
2023-10-12,Shelter 1,100,143,27,73,43,100,144,22,78,44,0.27,0.22,49
2023-10-13,Shelter 1,124,140,23,101,16,116,148,26,90,32,0.18548387096774194,0.22413793103448276,49
2023-10-14,Shelter 1,129,145,39,90,16,102,142,13,89,40,0.3023255813953488,0.12745098039215685,52
2023-10-15,Shelter 1,117,148,29,88,31,110,146,14,96,36,0.24786324786324787,0.12727272727272726,43
2023-10-16,Shelter 1,126,147,20,106,21,120,147,20,100,27,0.15873015873015872,0.16666666666666666,40
2023-10-17,Shelter 1,103,140,37,66,37,107,147,23,84,40,0.3592233009708738,0.21495327102803738,60
2023-10-18,Shelter 1,122,141,39,83,19,124,149,17,107,25,0.319672131147541,0.13709677419354838,56
2023-10-19,Shelter 1,113,145,20,93,32,120,146,17,103,26,0.17699115044247787,0.14166666666666666,37
2023-10-20,Shelter 1,138,146,24,114,8,102,145,19,83,43,0.17391304347826086,0.18627450980392157,43
2023-10-21,Shelter 1,120,141,29,91,21,129,143,18,111,14,0.24166666666666667,0.13953488372093023,47
2023-10-22,Shelter 1,112,147,29,83,35,106,144,14,92,38,0.25892857142857145,0.1320754716981132,43
2023-10-23,Shelter 1,107,142,36,71,35,139,146,15,124,7,0.3364485981308411,0.1079136690647482,51
2023-10-24,Shelter 1,137,146,24,113,9,111,143,25,86,32,0.17518248175182483,0.22522522522522523,49
2023-10-25,Shelter 1,119,144,38,81,25,119,144,19,100,25,0.31932773109243695,0.15966386554621848,57
2023-10-26,Shelter 1,114,144,30,84,30,110,140,21,89,30,0.2631578947368421,0.19090909090909092,51
2023-10-27,Shelter 1,113,146,18,95,33,115,140,18,97,25,0.1592920353982301,0.1565217391304348,36
2023-10-28,Shelter 1,130,150,33,97,20,131,143,18,113,12,0.25384615384615383,0.13740458015267176,51
2023-10-29,Shelter 1,129,143,36,93,14,101,149,18,83,48,0.27906976744186046,0.1782178217821782,54
2023-10-30,Shelter 1,120,141,35,85,21,118,140,20,98,22,0.2916666666666667,0.1694915254237288,55
2023-10-31,Shelter 1,112,148,38,74,36,130,147,19,111,17,0.3392857142857143,0.14615384615384616,57
2023-11-01,Shelter 1,104,145,26,78,41,108,150,10,98,42,0.25,0.09259259259259259,36
2023-11-02,Shelter 1,134,150,32,102,16,117,145,21,96,28,0.23880597014925373,0.1794871794871795,53
2023-11-03,Shelter 1,139,149,28,111,10,137,145,14,123,8,0.2014388489208633,0.10218978102189781,42
2023-11-04,Shelter 1,114,140,23,91,26,134,145,16,118,11,0.20175438596491227,0.11940298507462686,39
2023-11-05,Shelter 1,108,150,27,81,42,139,149,14,125,10,0.25,0.10071942446043165,41
2023-11-06,Shelter 1,114,144,34,80,30,114,140,14,100,26,0.2982456140350877,0.12280701754385964,48
2023-11-07,Shelter 1,104,142,37,67,38,122,146,21,101,24,0.3557692307692308,0.1721311475409836,58
2023-11-08,Shelter 1,100,148,22,78,48,133,145,18,115,12,0.22,0.13533834586466165,40
2023-11-09,Shelter 1,118,147,39,79,29,136,148,26,110,12,0.3305084745762712,0.19117647058823528,65
2023-11-10,Shelter 1,136,146,29,107,10,122,149,12,110,27,0.21323529411764705,0.09836065573770492,41
2023-11-11,Shelter 1,101,148,25,76,47,100,142,18,82,42,0.24752475247524752,0.18,43
2023-11-12,Shelter 1,125,148,28,97,23,123,141,20,103,18,0.224,0.16260162601626016,48
2023-11-13,Shelter 1,136,147,26,110,11,112,148,26,86,36,0.19117647058823528,0.23214285714285715,52
2023-11-14,Shelter 1,107,147,31,76,40,134,144,26,108,10,0.2897196261682243,0.19402985074626866,57
2023-11-15,Shelter 1,108,142,35,73,34,131,142,16,115,11,0.32407407407407407,0.12213740458015267,51
2023-11-16,Shelter 1,124,145,33,91,21,113,144,23,90,31,0.2661290322580645,0.20353982300884957,56
2023-11-17,Shelter 1,106,145,15,91,39,104,149,22,82,45,0.14150943396226415,0.21153846153846154,37
2023-11-18,Shelter 1,128,143,19,109,15,113,142,22,91,29,0.1484375,0.19469026548672566,41
2023-11-19,Shelter 1,140,147,24,116,7,137,144,16,121,7,0.17142857142857143,0.11678832116788321,40
2023-11-20,Shelter 1,140,146,29,111,6,114,141,16,98,27,0.20714285714285716,0.14035087719298245,45
2023-11-21,Shelter 1,102,141,39,63,39,111,145,16,95,34,0.38235294117647056,0.14414414414414414,55
2023-11-22,Shelter 1,103,145,33,70,42,123,150,19,104,27,0.32038834951456313,0.15447154471544716,52
2023-11-23,Shelter 1,113,146,26,87,33,137,147,22,115,10,0.23008849557522124,0.16058394160583941,48
2023-11-24,Shelter 1,122,150,35,87,28,134,140,20,114,6,0.28688524590163933,0.14925373134328357,55
2023-11-25,Shelter 1,125,145,27,98,20,136,146,19,117,10,0.216,0.13970588235294118,46
2023-11-26,Shelter 1,133,149,30,103,16,138,144,14,124,6,0.22556390977443608,0.10144927536231885,44
2023-11-27,Shelter 1,102,148,33,69,46,101,145,16,85,44,0.3235294117647059,0.15841584158415842,49
2023-11-28,Shelter 1,135,143,34,101,8,107,147,21,86,40,0.2518518518518518,0.19626168224299065,55
2023-11-29,Shelter 1,126,145,32,94,19,117,142,23,94,25,0.25396825396825395,0.19658119658119658,55
2023-11-30,Shelter 1,123,141,29,94,18,109,149,23,86,40,0.23577235772357724,0.21100917431192662,52
2023-12-01,Shelter 1,120,140,27,93,20,125,149,17,108,24,0.225,0.136,44
2023-12-02,Shelter 1,131,149,24,107,18,119,143,16,103,24,0.183206106870229,0.13445378151260504,40
2023-12-03,Shelter 1,102,143,18,84,41,100,144,17,83,44,0.17647058823529413,0.17,35
2023-12-04,Shelter 1,112,140,37,75,28,118,141,31,87,23,0.33035714285714285,0.2627118644067797,68
2023-12-05,Shelter 1,133,147,35,98,14,114,150,14,100,36,0.2631578947368421,0.12280701754385964,49
2023-12-06,Shelter 1,110,148,37,73,38,118,143,19,99,25,0.33636363636363636,0.16101694915254236,56
2023-12-07,Shelter 1,106,150,31,75,44,134,149,12,122,15,0.29245283018867924,0.08955223880597014,43
2023-12-08,Shelter 1,114,141,27,87,27,126,141,18,108,15,0.23684210526315788,0.14285714285714285,45
2023-12-09,Shelter 1,112,148,30,82,36,116,150,19,97,34,0.26785714285714285,0.16379310344827586,49
2023-12-10,Shelter 1,125,141,38,87,16,112,145,20,92,33,0.304,0.17857142857142858,58
2023-12-11,Shelter 1,110,148,35,75,38,134,142,23,111,8,0.3181818181818182,0.17164179104477612,58
2023-12-12,Shelter 1,108,147,23,85,39,131,142,20,111,11,0.21296296296296297,0.15267175572519084,43
2023-12-13,Shelter 1,131,145,33,98,14,113,148,28,85,35,0.25190839694656486,0.24778761061946902,61
2023-12-14,Shelter 1,135,141,31,104,6,118,143,23,95,25,0.22962962962962963,0.19491525423728814,54
2023-12-15,Shelter 1,105,149,21,84,44,135,140,22,113,5,0.2,0.16296296296296298,43
2023-12-16,Shelter 1,106,144,35,71,38,101,147,23,78,46,0.330188679245283,0.22772277227722773,58
2023-12-17,Shelter 1,107,148,37,70,41,106,141,18,88,35,0.34579439252336447,0.16981132075471697,55
2023-12-18,Shelter 1,129,146,27,102,17,122,144,26,96,22,0.20930232558139536,0.21311475409836064,53
2023-12-19,Shelter 1,103,149,29,74,46,136,148,21,115,12,0.2815533980582524,0.15441176470588236,50
2023-12-20,Shelter 1,119,141,29,90,22,117,144,18,99,27,0.24369747899159663,0.15384615384615385,47
2023-12-21,Shelter 1,103,146,32,71,43,104,146,14,90,42,0.3106796116504854,0.1346153846153846,46
2023-12-22,Shelter 1,140,145,35,105,5,129,144,31,98,15,0.25,0.24031007751937986,66
2023-12-23,Shelter 1,122,144,27,95,22,140,140,17,123,0,0.22131147540983606,0.12142857142857143,44
2023-12-24,Shelter 1,137,145,24,113,8,139,149,21,118,10,0.17518248175182483,0.1510791366906475,45
2023-12-25,Shelter 1,102,141,34,68,39,118,140,26,92,22,0.3333333333333333,0.22033898305084745,60
2023-12-26,Shelter 1,114,144,31,83,30,128,143,27,101,15,0.2719298245614035,0.2109375,58
2023-12-27,Shelter 1,107,143,33,74,36,117,140,12,105,23,0.308411214953271,0.10256410256410256,45
2023-12-28,Shelter 1,112,147,33,79,35,105,141,12,93,36,0.29464285714285715,0.11428571428571428,45
2023-12-29,Shelter 1,103,144,29,74,41,135,146,20,115,11,0.2815533980582524,0.14814814814814814,49
2023-12-30,Shelter 1,117,150,24,93,33,128,143,20,108,15,0.20512820512820512,0.15625,44
2023-12-31,Shelter 1,100,141,35,65,41,123,145,14,109,22,0.35,0.11382113821138211,49
2023-01-01,Shelter 2,107,144,36,71,37,128,150,16,112,22,0.3364485981308411,0.125,52
2023-01-02,Shelter 2,109,149,26,83,40,127,142,20,107,15,0.23853211009174313,0.15748031496062992,46
2023-01-03,Shelter 2,100,145,40,60,45,121,141,28,93,20,0.4,0.23140495867768596,68
2023-01-04,Shelter 2,104,140,40,64,36,122,143,17,105,21,0.38461538461538464,0.13934426229508196,57
2023-01-05,Shelter 2,122,145,22,100,23,133,150,16,117,17,0.18032786885245902,0.12030075187969924,38
2023-01-06,Shelter 2,138,142,37,101,4,125,146,20,105,21,0.26811594202898553,0.16,57
2023-01-07,Shelter 2,108,149,28,80,41,107,147,10,97,40,0.25925925925925924,0.09345794392523364,38
2023-01-08,Shelter 2,132,146,36,96,14,102,141,18,84,39,0.2727272727272727,0.17647058823529413,54
2023-01-09,Shelter 2,124,143,48,76,19,101,150,15,86,49,0.3870967741935484,0.1485148514851485,63
2023-01-10,Shelter 2,119,146,25,94,27,106,140,20,86,34,0.21008403361344538,0.18867924528301888,45
2023-01-11,Shelter 2,105,146,38,67,41,119,140,20,99,21,0.3619047619047619,0.16806722689075632,58
2023-01-12,Shelter 2,103,144,31,72,41,130,148,23,107,18,0.30097087378640774,0.17692307692307693,54
2023-01-13,Shelter 2,115,143,25,90,28,121,141,24,97,20,0.21739130434782608,0.19834710743801653,49
2023-01-14,Shelter 2,114,144,35,79,30,119,150,18,101,31,0.30701754385964913,0.15126050420168066,53
2023-01-15,Shelter 2,104,147,23,81,43,110,141,17,93,31,0.22115384615384615,0.15454545454545454,40
2023-01-16,Shelter 2,121,146,28,93,25,115,150,14,101,35,0.23140495867768596,0.12173913043478261,42
2023-01-17,Shelter 2,131,144,22,109,13,131,146,15,116,15,0.16793893129770993,0.11450381679389313,37
2023-01-18,Shelter 2,140,142,24,116,2,136,146,20,116,10,0.17142857142857143,0.14705882352941177,44
2023-01-19,Shelter 2,104,145,32,72,41,136,147,17,119,11,0.3076923076923077,0.125,49
2023-01-20,Shelter 2,101,148,38,63,47,122,150,24,98,28,0.37623762376237624,0.19672131147540983,62
2023-01-21,Shelter 2,110,142,30,80,32,112,147,21,91,35,0.2727272727272727,0.1875,51
2023-01-22,Shelter 2,108,143,31,77,35,127,146,15,112,19,0.28703703703703703,0.11811023622047244,46
2023-01-23,Shelter 2,113,143,33,80,30,117,146,23,94,29,0.2920353982300885,0.19658119658119658,56
2023-01-24,Shelter 2,108,150,33,75,42,105,148,18,87,43,0.3055555555555556,0.17142857142857143,51
2023-01-25,Shelter 2,108,141,25,83,33,116,148,17,99,32,0.23148148148148148,0.14655172413793102,42
2023-01-26,Shelter 2,106,147,27,79,41,123,149,22,101,26,0.25471698113207547,0.17886178861788618,49
2023-01-27,Shelter 2,122,140,31,91,18,117,143,17,100,26,0.2540983606557377,0.1452991452991453,48
2023-01-28,Shelter 2,113,140,36,77,27,100,141,21,79,41,0.3185840707964602,0.21,57
2023-01-29,Shelter 2,128,144,20,108,16,121,149,16,105,28,0.15625,0.1322314049586777,36
2023-01-30,Shelter 2,132,142,23,109,10,131,142,25,106,11,0.17424242424242425,0.19083969465648856,48
2023-01-31,Shelter 2,107,150,32,75,43,110,143,16,94,33,0.29906542056074764,0.14545454545454545,48
2023-02-01,Shelter 2,121,150,29,92,29,134,150,21,113,16,0.2396694214876033,0.15671641791044777,50
2023-02-02,Shelter 2,125,144,28,97,19,121,141,17,104,20,0.224,0.14049586776859505,45
2023-02-03,Shelter 2,138,146,29,109,8,131,147,19,112,16,0.21014492753623187,0.1450381679389313,48
2023-02-04,Shelter 2,106,148,29,77,42,100,145,24,76,45,0.27358490566037735,0.24,53
2023-02-05,Shelter 2,136,149,38,98,13,106,140,22,84,34,0.27941176470588236,0.20754716981132076,60
2023-02-06,Shelter 2,100,142,25,75,42,112,149,14,98,37,0.25,0.125,39
2023-02-07,Shelter 2,113,147,25,88,34,130,142,11,119,12,0.22123893805309736,0.08461538461538462,36
2023-02-08,Shelter 2,123,141,24,99,18,129,149,22,107,20,0.1951219512195122,0.17054263565891473,46
2023-02-09,Shelter 2,114,144,24,90,30,104,145,24,80,41,0.21052631578947367,0.23076923076923078,48
2023-02-10,Shelter 2,123,140,48,75,17,138,146,11,127,8,0.3902439024390244,0.07971014492753623,59
2023-02-11,Shelter 2,122,149,34,88,27,117,148,22,95,31,0.2786885245901639,0.18803418803418803,56
2023-02-12,Shelter 2,130,146,30,100,16,116,142,22,94,26,0.23076923076923078,0.1896551724137931,52
2023-02-13,Shelter 2,120,140,23,97,20,127,144,16,111,17,0.19166666666666668,0.12598425196850394,39
2023-02-14,Shelter 2,132,142,41,91,10,111,148,27,84,37,0.3106060606060606,0.24324324324324326,68
2023-02-15,Shelter 2,120,148,41,79,28,130,142,13,117,12,0.3416666666666667,0.1,54
2023-02-16,Shelter 2,106,146,39,67,40,102,143,16,86,41,0.36792452830188677,0.1568627450980392,55
2023-02-17,Shelter 2,109,149,19,90,40,137,148,27,110,11,0.1743119266055046,0.19708029197080293,46
2023-02-18,Shelter 2,133,144,35,98,11,123,146,21,102,23,0.2631578947368421,0.17073170731707318,56
2023-02-19,Shelter 2,139,149,18,121,10,109,144,16,93,35,0.12949640287769784,0.14678899082568808,34
2023-02-20,Shelter 2,137,150,27,110,13,100,149,21,79,49,0.19708029197080293,0.21,48
2023-02-21,Shelter 2,124,142,34,90,18,113,146,17,96,33,0.27419354838709675,0.1504424778761062,51
2023-02-22,Shelter 2,122,149,33,89,27,109,140,19,90,31,0.27049180327868855,0.1743119266055046,52
2023-02-23,Shelter 2,119,141,35,84,22,102,148,11,91,46,0.29411764705882354,0.10784313725490197,46
2023-02-24,Shelter 2,127,143,23,104,16,109,141,16,93,32,0.18110236220472442,0.14678899082568808,39
2023-02-25,Shelter 2,127,145,23,104,18,130,147,16,114,17,0.18110236220472442,0.12307692307692308,39
2023-02-26,Shelter 2,107,142,35,72,35,106,140,31,75,34,0.32710280373831774,0.29245283018867924,66
2023-02-27,Shelter 2,117,147,28,89,30,123,141,24,99,18,0.23931623931623933,0.1951219512195122,52
2023-02-28,Shelter 2,116,144,30,86,28,115,150,25,90,35,0.25862068965517243,0.21739130434782608,55
2023-03-01,Shelter 2,121,145,24,97,24,136,146,21,115,10,0.19834710743801653,0.15441176470588236,45
2023-03-02,Shelter 2,133,150,25,108,17,122,146,26,96,24,0.18796992481203006,0.21311475409836064,51
2023-03-03,Shelter 2,126,148,27,99,22,123,150,15,108,27,0.21428571428571427,0.12195121951219512,42
2023-03-04,Shelter 2,119,145,35,84,26,112,145,21,91,33,0.29411764705882354,0.1875,56
2023-03-05,Shelter 2,113,148,29,84,35,139,140,8,131,1,0.25663716814159293,0.05755395683453238,37
2023-03-06,Shelter 2,128,147,33,95,19,102,140,19,83,38,0.2578125,0.18627450980392157,52
2023-03-07,Shelter 2,113,145,26,87,32,110,141,26,84,31,0.23008849557522124,0.23636363636363636,52
2023-03-08,Shelter 2,121,143,33,88,22,117,146,19,98,29,0.2727272727272727,0.1623931623931624,52
2023-03-09,Shelter 2,121,148,32,89,27,114,150,18,96,36,0.2644628099173554,0.15789473684210525,50
2023-03-10,Shelter 2,137,144,25,112,7,114,149,16,98,35,0.18248175182481752,0.14035087719298245,41
2023-03-11,Shelter 2,118,148,37,81,30,118,147,16,102,29,0.3135593220338983,0.13559322033898305,53
2023-03-12,Shelter 2,136,150,27,109,14,131,148,24,107,17,0.19852941176470587,0.183206106870229,51
2023-03-13,Shelter 2,123,147,21,102,24,138,144,23,115,6,0.17073170731707318,0.16666666666666666,44
2023-03-14,Shelter 2,131,146,26,105,15,139,147,17,122,8,0.1984732824427481,0.1223021582733813,43
2023-03-15,Shelter 2,133,149,20,113,16,103,145,18,85,42,0.15037593984962405,0.17475728155339806,38
2023-03-16,Shelter 2,100,142,36,64,42,115,147,23,92,32,0.36,0.2,59
2023-03-17,Shelter 2,130,149,35,95,19,113,144,13,100,31,0.2692307692307692,0.11504424778761062,48
2023-03-18,Shelter 2,111,143,30,81,32,132,141,21,111,9,0.2702702702702703,0.1590909090909091,51
2023-03-19,Shelter 2,138,142,27,111,4,111,147,15,96,36,0.1956521739130435,0.13513513513513514,42
2023-03-20,Shelter 2,110,147,35,75,37,125,144,20,105,19,0.3181818181818182,0.16,55
2023-03-21,Shelter 2,109,140,34,75,31,120,144,22,98,24,0.3119266055045872,0.18333333333333332,56
2023-03-22,Shelter 2,104,149,32,72,45,105,146,18,87,41,0.3076923076923077,0.17142857142857143,50
2023-03-23,Shelter 2,121,149,32,89,28,103,144,22,81,41,0.2644628099173554,0.21359223300970873,54
2023-03-24,Shelter 2,112,142,29,83,30,101,142,15,86,41,0.25892857142857145,0.1485148514851485,44
2023-03-25,Shelter 2,101,142,17,84,41,109,149,17,92,40,0.16831683168316833,0.1559633027522936,34
2023-03-26,Shelter 2,132,150,26,106,18,105,144,20,85,39,0.19696969696969696,0.19047619047619047,46
2023-03-27,Shelter 2,113,144,30,83,31,122,148,16,106,26,0.26548672566371684,0.13114754098360656,46
2023-03-28,Shelter 2,139,146,28,111,7,114,140,20,94,26,0.2014388489208633,0.17543859649122806,48
2023-03-29,Shelter 2,109,144,31,78,35,136,149,20,116,13,0.28440366972477066,0.14705882352941177,51
2023-03-30,Shelter 2,134,150,35,99,16,139,141,19,120,2,0.26119402985074625,0.1366906474820144,54
2023-03-31,Shelter 2,114,142,32,82,28,117,140,21,96,23,0.2807017543859649,0.1794871794871795,53
2023-04-01,Shelter 2,117,144,32,85,27,133,140,14,119,7,0.27350427350427353,0.10526315789473684,46
2023-04-02,Shelter 2,102,143,34,68,41,126,140,17,109,14,0.3333333333333333,0.1349206349206349,51
2023-04-03,Shelter 2,112,149,28,84,37,104,149,21,83,45,0.25,0.20192307692307693,49
2023-04-04,Shelter 2,109,145,29,80,36,122,149,15,107,27,0.26605504587155965,0.12295081967213115,44
2023-04-05,Shelter 2,120,140,26,94,20,104,144,19,85,40,0.21666666666666667,0.18269230769230768,45
2023-04-06,Shelter 2,101,150,26,75,49,116,149,25,91,33,0.25742574257425743,0.21551724137931033,51
2023-04-07,Shelter 2,105,141,34,71,36,106,147,15,91,41,0.3238095238095238,0.14150943396226415,49
2023-04-08,Shelter 2,135,148,28,107,13,107,150,33,74,43,0.2074074074074074,0.308411214953271,61
2023-04-09,Shelter 2,101,148,37,64,47,126,146,22,104,20,0.36633663366336633,0.1746031746031746,59
2023-04-10,Shelter 2,110,147,20,90,37,136,148,18,118,12,0.18181818181818182,0.1323529411764706,38
2023-04-11,Shelter 2,106,140,30,76,34,133,148,20,113,15,0.2830188679245283,0.15037593984962405,50
2023-04-12,Shelter 2,132,150,32,100,18,103,141,19,84,38,0.24242424242424243,0.18446601941747573,51
2023-04-13,Shelter 2,111,141,31,80,30,115,142,31,84,27,0.27927927927927926,0.26956521739130435,62
2023-04-14,Shelter 2,102,140,30,72,38,125,144,16,109,19,0.29411764705882354,0.128,46
2023-04-15,Shelter 2,115,150,26,89,35,113,147,30,83,34,0.22608695652173913,0.26548672566371684,56
2023-04-16,Shelter 2,133,144,34,99,11,124,140,22,102,16,0.2556390977443609,0.1774193548387097,56
2023-04-17,Shelter 2,102,148,25,77,46,119,140,17,102,21,0.24509803921568626,0.14285714285714285,42
2023-04-18,Shelter 2,122,148,32,90,26,103,140,20,83,37,0.26229508196721313,0.1941747572815534,52
2023-04-19,Shelter 2,130,143,36,94,13,114,148,14,100,34,0.27692307692307694,0.12280701754385964,50
2023-04-20,Shelter 2,131,142,25,106,11,117,144,17,100,27,0.19083969465648856,0.1452991452991453,42
2023-04-21,Shelter 2,107,150,30,77,43,138,144,11,127,6,0.2803738317757009,0.07971014492753623,41
2023-04-22,Shelter 2,106,146,25,81,40,121,147,15,106,26,0.2358490566037736,0.12396694214876033,40
2023-04-23,Shelter 2,132,141,23,109,9,107,147,23,84,40,0.17424242424242425,0.21495327102803738,46
2023-04-24,Shelter 2,100,150,36,64,50,131,141,23,108,10,0.36,0.17557251908396945,59
2023-04-25,Shelter 2,135,143,33,102,8,130,141,25,105,11,0.24444444444444444,0.19230769230769232,58
2023-04-26,Shelter 2,116,142,23,93,26,112,144,25,87,32,0.19827586206896552,0.22321428571428573,48
2023-04-27,Shelter 2,136,143,36,100,7,100,148,13,87,48,0.2647058823529412,0.13,49
2023-04-28,Shelter 2,116,141,29,87,25,118,140,16,102,22,0.25,0.13559322033898305,45
2023-04-29,Shelter 2,129,147,24,105,18,109,149,24,85,40,0.18604651162790697,0.22018348623853212,48
2023-04-30,Shelter 2,136,147,37,99,11,139,149,28,111,10,0.27205882352941174,0.2014388489208633,65
2023-05-01,Shelter 2,115,150,27,88,35,107,146,19,88,39,0.23478260869565218,0.17757009345794392,46
2023-05-02,Shelter 2,100,141,34,66,41,108,143,21,87,35,0.34,0.19444444444444445,55
2023-05-03,Shelter 2,135,148,25,110,13,103,145,19,84,42,0.18518518518518517,0.18446601941747573,44
2023-05-04,Shelter 2,105,146,32,73,41,131,140,13,118,9,0.3047619047619048,0.09923664122137404,45
2023-05-05,Shelter 2,130,148,30,100,18,135,146,19,116,11,0.23076923076923078,0.14074074074074075,49
2023-05-06,Shelter 2,107,147,38,69,40,114,146,19,95,32,0.35514018691588783,0.16666666666666666,57
2023-05-07,Shelter 2,112,146,32,80,34,128,144,18,110,16,0.2857142857142857,0.140625,50
2023-05-08,Shelter 2,131,147,34,97,16,117,141,21,96,24,0.2595419847328244,0.1794871794871795,55
2023-05-09,Shelter 2,108,150,31,77,42,103,145,23,80,42,0.28703703703703703,0.22330097087378642,54
2023-05-10,Shelter 2,133,146,30,103,13,113,145,13,100,32,0.22556390977443608,0.11504424778761062,43
2023-05-11,Shelter 2,134,140,30,104,6,101,149,21,80,48,0.22388059701492538,0.2079207920792079,51
2023-05-12,Shelter 2,130,143,42,88,13,100,147,23,77,47,0.3230769230769231,0.23,65
2023-05-13,Shelter 2,127,150,30,97,23,128,147,18,110,19,0.23622047244094488,0.140625,48
2023-05-14,Shelter 2,117,150,30,87,33,125,146,16,109,21,0.2564102564102564,0.128,46
2023-05-15,Shelter 2,104,144,24,80,40,132,145,18,114,13,0.23076923076923078,0.13636363636363635,42
2023-05-16,Shelter 2,111,149,21,90,38,126,142,26,100,16,0.1891891891891892,0.20634920634920634,47
2023-05-17,Shelter 2,106,141,39,67,35,105,144,21,84,39,0.36792452830188677,0.2,60
2023-05-18,Shelter 2,109,146,25,84,37,114,149,18,96,35,0.22935779816513763,0.15789473684210525,43
2023-05-19,Shelter 2,135,141,31,104,6,117,142,12,105,25,0.22962962962962963,0.10256410256410256,43
2023-05-20,Shelter 2,140,147,21,119,7,128,146,23,105,18,0.15,0.1796875,44
2023-05-21,Shelter 2,106,141,32,74,35,104,141,15,89,37,0.3018867924528302,0.14423076923076922,47
2023-05-22,Shelter 2,122,143,28,94,21,107,150,15,92,43,0.22950819672131148,0.14018691588785046,43
2023-05-23,Shelter 2,117,140,32,85,23,105,141,17,88,36,0.27350427350427353,0.1619047619047619,49
2023-05-24,Shelter 2,111,140,37,74,29,117,140,19,98,23,0.3333333333333333,0.1623931623931624,56
2023-05-25,Shelter 2,137,148,35,102,11,103,140,18,85,37,0.25547445255474455,0.17475728155339806,53
2023-05-26,Shelter 2,134,140,35,99,6,124,148,18,106,24,0.26119402985074625,0.14516129032258066,53
2023-05-27,Shelter 2,126,146,33,93,20,114,144,24,90,30,0.2619047619047619,0.21052631578947367,57
2023-05-28,Shelter 2,134,149,31,103,15,105,143,26,79,38,0.23134328358208955,0.24761904761904763,57
2023-05-29,Shelter 2,131,141,22,109,10,132,150,24,108,18,0.16793893129770993,0.18181818181818182,46
2023-05-30,Shelter 2,110,140,25,85,30,101,143,28,73,42,0.22727272727272727,0.27722772277227725,53
2023-05-31,Shelter 2,132,142,31,101,10,120,146,20,100,26,0.23484848484848486,0.16666666666666666,51
2023-06-01,Shelter 2,124,143,38,86,19,120,146,20,100,26,0.3064516129032258,0.16666666666666666,58
2023-06-02,Shelter 2,126,141,33,93,15,139,141,22,117,2,0.2619047619047619,0.15827338129496402,55
2023-06-03,Shelter 2,102,145,26,76,43,122,140,23,99,18,0.2549019607843137,0.1885245901639344,49
2023-06-04,Shelter 2,131,143,37,94,12,116,149,22,94,33,0.2824427480916031,0.1896551724137931,59
